TAIRID	A.thalianaGermany	A.thalianaEastSpain	A.thalianaWestSpain	A.thalianaRussia	A.thalianaCzech	TISSUE
AT5G46300	0.35455	0.30640	0.28312	0.42597	0.55455	chalazal.seed.coat
AT1G59800	0.47619	0.38360	0.37184	0.40741	0.23750	chalazal.seed.coat
AT5G52480	0.48529	0.23529	0.40196	0.23529	0.40196	chalazal.seed.coat
AT5G56370	0.47442	0.21688	0.31538	0.42442	0.23457	chalazal.seed.coat
AT1G34245	0.41667	0.37500	0.29167	0.12500	0.41667	chalazal.seed.coat
AT1G79060	0.33333	0.33333	0.26923	0.24515	0.31818	chalazal.seed.coat
AT5G23650	0.27957	0.32719	0.41290	0.20638	0.21290	chalazal.seed.coat
AT4G26890	0.30704	0.24321	0.23980	0.19738	0.25140	chalazal.seed.coat
AT4G15755	0.10294	0.36194	0.21194	0.09420	0.40294	chalazal.seed.coat
AT3G60650	0.15854	0.16667	0.16667	0.33333	0.33333	chalazal.seed.coat
AT4G03620	0.24762	-0.04286	0.33333	0.23041	0.34946	chalazal.seed.coat
AT4G29580	0.09632	0.18561	0.23918	0.30451	0.14394	chalazal.seed.coat
AT2G42090	0.15974	0.17403	0.23636	0.14615	0.21190	chalazal.seed.coat
AT5G62120	0.06071	0.34524	0.34524	0.16667	0.00000	chalazal.seed.coat
AT1G21850	0.16667	0.18018	0.22780	0.17352	0.13731	chalazal.seed.coat
AT3G04990	0.17164	0.17164	0.17164	0.17164	0.17164	chalazal.seed.coat
AT1G13200	0.15000	0.07246	0.11190	0.29471	0.21678	chalazal.seed.coat
AT1G47765	0.36702	-0.01070	0.06471	0.15385	0.25765	chalazal.seed.coat
AT4G05630	0.32184	-0.01149	0.15517	-0.01149	0.32184	chalazal.seed.coat
AT1G03300	0.25476	0.04706	0.15476	0.13953	0.15476	chalazal.seed.coat
AT5G46040	0.16707	0.17263	0.20855	0.06083	0.13168	chalazal.seed.coat
AT5G11220	0.12610	0.27564	0.14583	0.06716	0.11911	chalazal.seed.coat
AT4G29600	0.29930	0.05657	0.10997	0.04930	0.21596	chalazal.seed.coat
AT5G42910	0.13953	0.11785	0.15566	0.11069	0.15381	chalazal.seed.coat
AT4G29370	0.16667	0.00000	0.16667	0.16667	0.16667	chalazal.seed.coat
AT2G44250	0.13318	0.11350	0.17647	0.06176	0.17647	chalazal.seed.coat
AT5G25410	0.30252	-0.10726	0.17143	0.09359	0.18966	chalazal.seed.coat
AT4G24030	0.13333	0.13333	0.30769	0.00000	0.05000	chalazal.seed.coat
AT5G07880	0.21642	0.21642	0.21642	-0.03358	-0.03358	chalazal.seed.coat
AT3G27785	0.15810	0.04821	0.08667	0.16602	0.08667	chalazal.seed.coat
AT5G12460	-0.04795	0.30476	0.21095	0.12381	-0.04795	chalazal.seed.coat
AT1G77830	0.07658	0.18451	0.10000	0.08333	0.08333	chalazal.seed.coat
AT3G03230	0.04167	0.16667	0.05437	0.16667	0.09787	chalazal.seed.coat
AT2G20160	0.00510	0.25510	0.08844	0.08844	0.08844	chalazal.seed.coat
AT3G49770	0.06785	0.23684	0.06785	0.06785	0.06785	chalazal.seed.coat
AT2G40310	0.31818	0.41538	0.27778	-0.20354	-0.30225	chalazal.seed.coat
AT4G08560	0.03771	0.15210	0.14286	0.16667	-0.01093	chalazal.seed.coat
AT4G31900	0.18622	-0.04844	0.01823	0.28653	0.01955	chalazal.seed.coat
AT4G13700	0.01111	0.20833	-0.10606	0.21814	0.11957	chalazal.seed.coat
AT4G38760	0.28485	-0.02632	0.06425	-0.02239	0.14428	chalazal.seed.coat
AT2G41260	0.04348	0.22222	0.04348	0.04348	0.04348	chalazal.seed.coat
AT3G58210	0.19115	0.19115	0.04286	-0.19189	0.15974	chalazal.seed.coat
AT1G80330	0.02899	0.12143	0.03810	0.11620	0.08571	chalazal.seed.coat
AT2G03130	-0.01667	0.04103	-0.10897	0.15000	0.31667	chalazal.seed.coat
AT2G48060	0.04102	0.07000	0.12000	0.07000	0.07353	chalazal.seed.coat
AT5G09640	0.09574	0.09574	-0.00860	0.09574	0.09574	chalazal.seed.coat
AT5G45690	0.23750	-0.16250	0.09091	0.10417	0.10417	chalazal.seed.coat
AT1G16770	0.11348	0.07181	0.07181	-0.06250	0.16109	chalazal.seed.coat
AT1G12030	0.08130	0.01463	0.11463	0.11463	0.03002	chalazal.seed.coat
AT5G14180	0.08333	0.15385	0.14727	-0.10784	0.06286	chalazal.seed.coat
AT3G20030	0.16667	-0.01760	0.01754	0.20968	-0.04032	chalazal.seed.coat
AT1G09930	-0.04887	0.10351	0.11184	0.04934	0.09398	chalazal.seed.coat
AT2G16960	-0.01126	0.15563	0.21762	-0.15135	0.08190	chalazal.seed.coat
AT3G30280	0.25641	0.29808	0.04867	-0.14827	-0.16573	chalazal.seed.coat
AT5G46370	-0.07872	0.02083	0.19355	0.01579	0.12128	chalazal.seed.coat
AT4G21480	0.05691	-0.01136	0.03310	0.03401	0.15947	chalazal.seed.coat
AT2G03770	0.10704	0.04640	0.02794	-0.03846	0.08756	chalazal.seed.coat
AT1G50650	0.22549	0.04545	-0.05161	0.05882	-0.05455	chalazal.seed.coat
AT1G71250	0.14615	-0.07746	0.19615	0.02254	-0.07746	chalazal.seed.coat
AT1G54640	-0.03653	0.10563	0.01972	0.12857	-0.03653	chalazal.seed.coat
AT1G67220	0.07999	-0.04033	0.07866	0.02278	0.02587	chalazal.seed.coat
AT5G65070	0.26126	0.07895	-0.33333	0.07895	0.07895	chalazal.seed.coat
AT1G28300	0.03061	-0.06939	0.19728	0.13061	-0.13605	chalazal.seed.coat
AT5G26120	-0.04236	0.16667	0.09299	-0.07094	0.00057	chalazal.seed.coat
AT4G21050	0.05455	-0.03846	0.24806	-0.10000	-0.02045	chalazal.seed.coat
AT5G38400	-0.08333	-0.03861	-0.12063	0.19048	0.19048	chalazal.seed.coat
AT3G25750	0.02009	-0.02778	0.02009	-0.01247	0.09722	chalazal.seed.coat
AT4G27150	0.01220	0.01220	0.01220	0.01220	0.01220	chalazal.seed.coat
AT4G27530	0.12069	-0.04598	0.13333	-0.03333	-0.12931	chalazal.seed.coat
AT1G64320	0.06349	0.01994	0.05291	0.00769	-0.10675	chalazal.seed.coat
AT5G33340	-0.07426	0.03289	0.05537	0.07541	-0.07426	chalazal.seed.coat
AT1G80580	0.05704	0.03833	0.01885	-0.00427	-0.10909	chalazal.seed.coat
AT1G31430	0.04031	-0.07619	0.03900	-0.08922	0.07817	chalazal.seed.coat
AT3G17170	0.12609	-0.18750	0.04762	0.06915	-0.07391	chalazal.seed.coat
AT2G32050	-0.03810	0.12857	0.12857	-0.03810	-0.20476	chalazal.seed.coat
AT5G55240	-0.12834	0.07027	-0.12185	0.12741	0.02027	chalazal.seed.coat
AT1G29110	-0.13333	0.09524	-0.10000	-0.03175	0.13492	chalazal.seed.coat
AT3G44460	-0.01382	-0.03590	0.03802	-0.05911	0.02044	chalazal.seed.coat
AT3G54570	-0.02061	0.04000	-0.07508	-0.05000	0.04000	chalazal.seed.coat
AT3G21410	0.04139	-0.17895	0.13953	-0.08683	-0.00278	chalazal.seed.coat
AT3G03410	-0.08824	-0.01705	0.03750	0.01176	-0.03268	chalazal.seed.coat
AT3G13680	-0.11364	-0.03030	-0.03030	-0.11364	0.19231	chalazal.seed.coat
AT4G37950	-0.13076	-0.06111	0.16690	0.03846	-0.13076	chalazal.seed.coat
AT4G24175	-0.10784	0.05882	0.05882	0.14216	-0.27451	chalazal.seed.coat
AT3G57720	-0.10591	0.13218	-0.11818	-0.03448	-0.03448	chalazal.seed.coat
AT5G40420	-0.05556	0.13492	-0.22222	0.02778	-0.05556	chalazal.seed.coat
AT2G06040	-0.02605	-0.08536	-0.01940	-0.02381	-0.02113	chalazal.seed.coat
AT5G07400	-0.26752	0.01016	-0.12057	0.10092	0.10092	chalazal.seed.coat
AT1G23270	0.01519	0.00880	-0.10166	-0.02778	-0.08916	chalazal.seed.coat
AT1G29080	-0.01474	-0.02303	-0.22000	0.01842	0.04185	chalazal.seed.coat
AT5G47670	-0.07895	-0.07895	0.11111	-0.07895	-0.07895	chalazal.seed.coat
AT1G09080	0.13889	-0.11111	-0.11111	-0.27778	0.14252	chalazal.seed.coat
AT1G76290	-0.02778	-0.12336	-0.02778	-0.02778	-0.02778	chalazal.seed.coat
AT4G13070	-0.02745	-0.03654	-0.03654	-0.05288	-0.09804	chalazal.seed.coat
AT5G41450	-0.09211	0.00439	-0.11111	0.06667	-0.12895	chalazal.seed.coat
AT4G18870	-0.21030	-0.07540	-0.09762	0.03571	0.08088	chalazal.seed.coat
AT2G17470	-0.09701	0.25362	-0.15513	-0.08571	-0.18337	chalazal.seed.coat
AT3G06000	0.14000	-0.11000	-0.11111	-0.02667	-0.16000	chalazal.seed.coat
AT5G06080	-0.05556	-0.05556	-0.05556	-0.05556	-0.05556	chalazal.seed.coat
AT5G19560	-0.22727	-0.22727	0.17921	0.11905	-0.12727	chalazal.seed.coat
AT2G42560	-0.04865	0.10135	-0.14865	-0.14865	-0.04865	chalazal.seed.coat
AT3G58450	-0.24074	0.05926	0.05926	0.05926	-0.24074	chalazal.seed.coat
AT5G58820	-0.04406	-0.03100	-0.15504	0.00286	-0.11925	chalazal.seed.coat
AT3G24220	0.07092	0.07092	-0.19574	-0.39574	0.07092	chalazal.seed.coat
AT3G01570	-0.12727	-0.23913	-0.06061	0.02273	0.02273	chalazal.seed.coat
AT1G72100	-0.06098	-0.36627	0.15331	-0.08025	-0.06098	chalazal.seed.coat
AT5G53840	-0.10200	-0.15200	-0.10200	-0.01867	-0.05200	chalazal.seed.coat
AT5G62800	-0.16270	-0.11270	-0.07937	-0.16270	0.08730	chalazal.seed.coat
AT2G31250	-0.01389	0.05278	-0.18056	-0.20197	-0.09483	chalazal.seed.coat
AT3G04660	-0.11218	-0.14444	-0.04444	-0.03509	-0.11111	chalazal.seed.coat
AT5G07200	-0.20904	0.26552	-0.03448	-0.34237	-0.14237	chalazal.seed.coat
AT1G70040	-0.20849	-0.18468	-0.29144	0.08075	0.08075	chalazal.seed.coat
AT5G38195	-0.03571	-0.20833	-0.17532	-0.00435	-0.13768	chalazal.seed.coat
AT2G23740	-0.06309	-0.13452	-0.00952	-0.13317	-0.23500	chalazal.seed.coat
AT2G21820	-0.17143	-0.17143	-0.17143	-0.16667	0.09524	chalazal.seed.coat
AT1G05510	-0.02299	-0.18966	-0.18966	-0.18966	-0.02299	chalazal.seed.coat
AT1G10520	-0.07761	-0.27761	0.02239	-0.14428	-0.14428	chalazal.seed.coat
AT4G27160	-0.12500	-0.12500	-0.12500	-0.12500	-0.12500	chalazal.seed.coat
AT1G10680	-0.22057	0.12424	0.06866	-0.35429	-0.25429	chalazal.seed.coat
AT2G47430	-0.21542	-0.12642	-0.06217	-0.00359	-0.22926	chalazal.seed.coat
AT1G77780	-0.37798	0.07143	0.16667	-0.20649	-0.29464	chalazal.seed.coat
AT4G39650	-0.08515	-0.30952	-0.26471	0.06961	-0.06848	chalazal.seed.coat
AT1G03540	-0.13303	-0.23636	-0.23636	-0.13636	0.03364	chalazal.seed.coat
AT3G03240	-0.06209	-0.07919	-0.11765	-0.38974	-0.06061	chalazal.seed.coat
AT5G19700	-0.14384	-0.31050	-0.14384	-0.14384	0.02283	chalazal.seed.coat
AT4G29650	-0.18905	-0.13125	-0.15625	-0.06158	-0.18905	chalazal.seed.coat
AT1G73190	0.02273	-0.06863	-0.24286	-0.24286	-0.24286	chalazal.seed.coat
AT2G33490	-0.18852	-0.02186	-0.18852	-0.19355	-0.18852	chalazal.seed.coat
AT3G49660	-0.24603	-0.24603	-0.15000	-0.24603	0.00000	chalazal.seed.coat
AT5G49110	-0.15686	-0.18186	-0.26940	-0.26897	-0.01396	chalazal.seed.coat
AT1G51110	-0.18056	-0.18056	-0.18056	-0.34722	-0.01389	chalazal.seed.coat
AT1G72000	-0.22292	-0.42292	-0.02292	-0.02292	-0.22292	chalazal.seed.coat
AT3G24060	-0.18421	-0.18421	-0.18421	-0.18421	-0.18421	chalazal.seed.coat
AT5G67550	-0.19770	-0.19770	-0.26437	-0.36628	0.06897	chalazal.seed.coat
AT3G12960	-0.19231	-0.19231	-0.19231	-0.19231	-0.19231	chalazal.seed.coat
AT4G21020	-0.06818	-0.06818	-0.23485	-0.29206	-0.32778	chalazal.seed.coat
AT1G06225	-0.24561	-0.17895	-0.24561	-0.07895	-0.24561	chalazal.seed.coat
AT3G15550	0.00952	-0.40714	-0.05714	-0.40714	-0.15714	chalazal.seed.coat
AT4G34520	-0.29762	-0.13095	-0.23095	-0.29762	-0.13095	chalazal.seed.coat
AT5G51760	-0.23953	-0.23953	-0.35382	-0.14368	-0.13529	chalazal.seed.coat
AT2G21110	-0.15000	-0.26573	-0.23285	-0.25000	-0.22500	chalazal.seed.coat
AT1G75600	-0.15942	-0.16667	-0.33333	-0.33333	-0.15942	chalazal.seed.coat
AT1G04840	-0.27941	-0.27941	-0.12941	-0.27941	-0.27941	chalazal.seed.coat
AT1G18530	-0.16176	-0.16176	-0.24510	-0.41176	-0.31176	chalazal.seed.coat
AT3G02670	-0.34211	-0.09211	-0.40000	-0.10000	-0.40000	chalazal.seed.coat
AT1G47810	-0.37500	-0.37500	-0.41964	-0.12745	-0.10176	chalazal.seed.coat
AT1G06270	-0.46111	-0.37778	0.08627	-0.21111	-0.46111	chalazal.seed.coat
AT4G31830	-0.38889	-0.38889	-0.22222	-0.22222	-0.22222	chalazal.seed.coat
AT4G25980	-0.10909	-0.45909	-0.37576	-0.37576	-0.16667	chalazal.seed.coat
AT3G24130	-0.25784	-0.02927	-0.11071	-0.50388	-0.58721	chalazal.seed.coat
AT5G65820	-0.22609	-0.12609	-0.26567	-0.51820	-0.42931	chalazal.seed.coat
AT2G22290	-0.22222	-0.22222	-0.42308	-0.38889	-0.58974	chalazal.seed.coat
AT3G13370	-0.32114	-0.37698	-0.42308	-0.42957	-0.30599	chalazal.seed.coat
AT3G20430	0.42208	0.42208	0.42208	0.45238	0.45238	embryo.all
AT3G18510	0.50000	0.50000	0.33333	0.07143	0.50000	embryo.all
AT1G61570	0.33333	0.33333	0.33333	0.33333	0.41667	embryo.all
AT1G31970	0.35020	0.27633	0.34127	0.37778	0.33333	embryo.all
AT4G21880	0.28875	0.37447	0.34370	0.23211	0.40780	embryo.all
AT1G51390	0.35967	0.29923	0.31429	0.28718	0.35967	embryo.all
AT5G15750	0.35556	-0.02381	0.38889	0.35556	0.38889	embryo.all
AT3G49180	0.26882	0.28215	0.29780	0.26882	0.22715	embryo.all
AT5G45140	0.08497	0.41762	0.25668	0.28216	0.30000	embryo.all
AT5G64680	0.23077	0.23077	0.23077	0.23077	0.39744	embryo.all
AT3G50810	0.34641	0.43269	0.29902	0.20370	0.03704	embryo.all
AT3G51160	0.29004	0.18889	0.34962	0.22078	0.21429	embryo.all
AT5G39930	0.23810	0.31884	0.37500	0.09091	0.23810	embryo.all
AT1G06720	0.39783	0.37341	0.01978	0.09890	0.34459	embryo.all
AT1G60620	0.08333	0.34375	0.22906	0.08333	0.49206	embryo.all
AT2G34570	0.29762	0.38095	0.36098	0.04762	0.13659	embryo.all
AT4G03180	0.21429	0.21429	0.03030	0.38095	0.38095	embryo.all
AT3G54630	0.22630	0.36481	0.30963	0.05963	0.22630	embryo.all
AT1G67180	0.31402	0.23373	0.29088	0.02857	0.30873	embryo.all
AT5G47600	0.15517	0.33333	0.16667	0.16667	0.33333	embryo.all
AT3G42170	0.28553	0.24822	0.22559	0.22333	0.14394	embryo.all
AT2G47920	0.27880	0.21013	0.15710	0.27880	0.18952	embryo.all
AT5G27990	0.27451	0.23529	0.30196	0.23529	0.06000	embryo.all
AT1G52980	0.21499	0.21499	0.23824	0.21499	0.21869	embryo.all
AT1G48360	0.27308	0.12756	0.22713	0.18974	0.27308	embryo.all
AT2G32765	0.08333	0.25000	0.25000	0.25000	0.25000	embryo.all
AT3G05880	0.21429	0.21429	0.21429	0.21429	0.21429	embryo.all
AT3G61090	0.21429	0.21429	0.21429	0.21429	0.21429	embryo.all
AT5G65230	0.26222	0.18519	0.11923	0.18590	0.30471	embryo.all
AT3G16840	0.30882	0.14039	0.31023	0.14216	0.14216	embryo.all
AT3G49890	0.34615	0.25157	0.26667	0.07692	0.07692	embryo.all
AT5G62990	0.15118	0.23830	0.23830	0.21053	0.16754	embryo.all
AT3G07050	0.12500	0.22920	0.15368	0.30538	0.17500	embryo.all
AT2G44510	0.11220	0.26220	0.31220	0.11220	0.17886	embryo.all
AT1G31310	0.25989	0.20559	0.25694	0.00678	0.22105	embryo.all
AT1G49830	0.32432	-0.01802	0.32432	-0.01488	0.32432	embryo.all
AT3G20150	0.23913	0.18129	0.17554	0.10068	0.23913	embryo.all
AT4G12000	0.14091	0.22127	0.22273	0.25593	0.09325	embryo.all
AT5G46550	0.09524	0.34014	0.17808	-0.07653	0.39456	embryo.all
AT2G24350	0.13684	0.23913	0.24336	0.23913	0.07246	embryo.all
AT1G13400	0.16098	0.06098	0.31098	0.22764	0.16098	embryo.all
AT1G14850	0.26254	0.19467	0.09467	0.09767	0.26608	embryo.all
AT3G06610	0.21429	0.21429	0.21429	0.04762	0.21429	embryo.all
AT4G17520	0.18841	0.21739	0.12174	0.22941	0.14480	embryo.all
AT5G37930	0.18750	0.23016	0.25694	-0.01709	0.23902	embryo.all
AT3G56170	0.14943	0.14943	0.25000	0.28276	0.06429	embryo.all
AT1G31810	0.19865	0.11052	0.19624	0.19385	0.19624	embryo.all
AT3G18720	0.17808	0.17808	0.18056	0.17808	0.17808	embryo.all
AT5G43870	0.17684	0.15152	0.21472	0.21569	0.13283	embryo.all
AT3G16870	0.23118	0.16590	0.16533	0.27778	0.04622	embryo.all
AT1G03530	0.11240	0.10769	0.21719	0.11719	0.33147	embryo.all
AT2G31725	0.16176	0.16176	0.23750	0.16176	0.16176	embryo.all
AT1G59710	0.23123	0.09964	0.14500	0.22857	0.16923	embryo.all
AT2G18220	0.19123	0.13409	0.21850	0.05861	0.26901	embryo.all
AT3G57080	0.40152	0.19858	0.19858	0.03191	0.03191	embryo.all
AT5G01660	0.23188	0.33333	0.16667	0.06522	0.06522	embryo.all
AT1G31010	-0.07650	0.27083	0.20306	0.18247	0.27604	embryo.all
AT1G61040	0.19865	0.12889	0.19748	0.22010	0.11029	embryo.all
AT3G59550	0.19829	0.17488	0.09829	0.27536	0.10345	embryo.all
AT5G55920	0.15741	0.26347	0.26347	0.18498	-0.02542	embryo.all
AT1G51080	0.19444	0.19444	0.12778	0.19444	0.12778	embryo.all
AT2G22000	0.14706	0.14706	0.14706	0.14706	0.24706	embryo.all
AT3G14020	0.35357	0.22024	0.15357	0.05357	0.05357	embryo.all
AT1G06180	0.20513	0.15263	0.21930	-0.04737	0.30263	embryo.all
AT1G26760	0.21631	0.08298	0.27599	0.12895	0.12500	embryo.all
AT1G16640	0.26744	0.01190	0.01190	0.26744	0.26744	embryo.all
AT5G03740	0.13043	0.13043	0.29710	-0.03623	0.29710	embryo.all
AT1G64670	0.09211	0.22300	0.14363	0.14091	0.20598	embryo.all
AT1G70200	0.02396	0.13011	0.13476	0.33268	0.18268	embryo.all
AT1G65820	0.22605	0.22605	0.22605	-0.11111	0.22605	embryo.all
AT2G23470	0.22619	0.01604	0.17892	0.16905	0.20136	embryo.all
AT2G02960	0.26786	0.10714	0.17037	0.14854	0.09360	embryo.all
AT5G52380	0.12931	0.26820	0.12931	0.12931	0.12931	embryo.all
AT1G10780	0.23438	0.32638	0.23547	0.12935	-0.14545	embryo.all
AT3G43210	0.18425	0.17023	0.18425	0.12366	0.11355	embryo.all
AT1G02730	0.17839	0.11480	0.14293	0.15314	0.17745	embryo.all
AT1G79150	0.11340	0.16938	0.14450	0.15179	0.16477	embryo.all
AT5G53290	0.25000	0.25746	0.30746	0.00000	-0.10000	embryo.all
AT5G56220	0.13798	0.18444	0.12560	0.13798	0.12889	embryo.all
AT5G61280	0.02308	0.27308	0.27308	-0.14359	0.28125	embryo.all
AT5G27510	0.10976	0.10976	0.36728	0.00976	0.10976	embryo.all
AT1G29270	0.14054	0.04054	0.20721	0.02632	0.29054	embryo.all
AT5G04170	0.16349	0.07778	0.14701	0.10505	0.21111	embryo.all
AT4G14220	0.22947	0.08612	0.10769	0.16818	0.11071	embryo.all
AT1G72040	0.10476	0.16104	0.16104	0.18157	0.09333	embryo.all
AT3G12340	0.21871	0.28537	0.11871	0.12143	-0.04796	embryo.all
AT3G26750	0.08824	0.12583	0.21458	0.06774	0.19558	embryo.all
AT1G63320	0.07143	0.23810	0.07143	0.07143	0.23810	embryo.all
AT3G54260	0.18636	-0.06667	0.17857	0.17857	0.20635	embryo.all
AT5G48900	0.12500	0.14474	0.17620	0.14394	0.09211	embryo.all
AT1G13740	0.06962	0.23629	0.23629	-0.09705	0.23629	embryo.all
AT5G01870	0.17647	0.17647	-0.03030	0.17647	0.17647	embryo.all
AT3G50070	0.15385	0.23718	0.15385	-0.02500	0.15385	embryo.all
AT4G10620	0.08966	0.20741	0.21991	0.03757	0.11708	embryo.all
AT5G19960	0.27273	-0.02000	0.27273	0.15686	-0.02000	embryo.all
AT5G23690	0.07908	0.15517	0.20744	0.10889	0.10889	embryo.all
AT4G10640	0.14321	0.14667	0.04671	0.04514	0.27251	embryo.all
AT1G16840	0.29076	0.19255	0.31818	-0.03846	-0.10989	embryo.all
AT4G04910	0.13333	0.16667	0.19410	-0.07368	0.22955	embryo.all
AT4G31210	-0.03382	-0.00525	0.23284	0.31618	0.13761	embryo.all
AT4G36680	0.20153	0.17714	0.16964	-0.04242	0.14103	embryo.all
AT1G62010	0.12424	0.11364	0.14714	0.13520	0.12424	embryo.all
AT3G06660	0.19831	0.03165	0.18412	0.03165	0.19831	embryo.all
AT3G24840	0.15284	0.12514	0.12514	0.08000	0.15697	embryo.all
AT3G55510	0.26613	0.35507	0.07204	-0.23936	0.18280	embryo.all
AT5G63440	-0.18939	0.23889	0.23889	0.19156	0.15556	embryo.all
AT5G01370	0.17293	0.20769	0.14103	0.19658	-0.09231	embryo.all
AT5G61300	-0.04221	0.20779	0.31242	0.03846	0.10779	embryo.all
AT5G62100	0.26344	0.09016	0.09016	0.08730	0.09016	embryo.all
AT3G15080	0.08333	0.23718	0.12500	0.14167	0.03117	embryo.all
AT1G26260	0.05405	-0.01737	0.30405	0.05405	0.22072	embryo.all
AT1G77720	0.07619	0.13911	0.04387	0.27619	0.07619	embryo.all
AT5G03795	0.14477	0.06731	0.08974	0.14412	0.15999	embryo.all
AT4G38100	-0.05952	0.27381	0.27381	0.27381	-0.15741	embryo.all
AT4G32650	0.08810	0.22446	0.28224	-0.08156	0.08810	embryo.all
AT1G11160	0.21938	0.01938	0.26938	0.09645	-0.00704	embryo.all
AT1G80620	0.16757	0.06250	0.06637	0.06757	0.23304	embryo.all
AT4G18840	0.20631	0.01054	0.05631	0.02241	0.29412	embryo.all
AT1G80720	0.14035	0.25000	0.25000	-0.02632	-0.02632	embryo.all
AT1G51360	0.11364	0.16250	0.11364	0.15556	0.04221	embryo.all
AT1G32730	0.18333	0.18333	0.01667	0.18333	0.01667	embryo.all
AT3G27520	0.18319	0.28962	0.13649	0.17267	-0.20909	embryo.all
AT5G11780	0.16717	-0.00426	0.17908	0.09574	0.13421	embryo.all
AT5G14600	0.14783	0.00469	0.22222	0.09783	0.09783	embryo.all
AT3G03920	0.18889	0.22222	0.10317	-0.16667	0.22222	embryo.all
AT3G25600	0.09722	0.09942	0.15909	0.11053	0.09942	embryo.all
AT4G25150	0.12698	0.15556	0.15556	0.12698	0.00000	embryo.all
AT5G45700	0.12500	0.14667	0.10119	0.10000	0.09091	embryo.all
AT4G17000	0.06081	0.04342	0.09590	0.23495	0.12582	embryo.all
AT1G60850	0.16667	0.25000	-0.01515	-0.00746	0.16667	embryo.all
AT5G42570	0.05556	0.15556	0.13889	0.06838	0.14006	embryo.all
AT1G10120	0.20000	0.10138	0.01538	0.08710	0.15000	embryo.all
AT1G50240	0.19444	0.24706	0.19706	0.06944	-0.15556	embryo.all
AT4G37380	0.11083	0.13364	0.17391	-0.02509	0.15127	embryo.all
AT4G17540	0.31220	-0.20155	-0.02778	0.14856	0.31220	embryo.all
AT3G20440	0.10175	0.08116	0.09771	0.11646	0.14583	embryo.all
AT5G55660	0.27477	0.00811	0.10690	0.10811	0.03668	embryo.all
AT1G02370	0.25325	0.03678	0.25325	0.06128	-0.07303	embryo.all
AT3G62050	0.16292	0.16292	0.04615	0.16292	-0.00375	embryo.all
AT3G53280	0.18803	0.12506	0.14191	-0.08245	0.15506	embryo.all
AT5G66940	0.17886	0.17886	0.26220	-0.17778	0.08362	embryo.all
AT4G37910	0.15426	0.15426	0.15860	-0.09574	0.15426	embryo.all
AT1G37150	0.20185	0.05000	0.17408	-0.10394	0.20185	embryo.all
AT1G06670	0.09233	0.09493	0.09792	0.07610	0.15417	embryo.all
AT4G35590	0.18824	0.19538	0.19538	-0.25614	0.18824	embryo.all
AT4G26600	0.12033	0.34946	0.27033	0.01200	-0.24194	embryo.all
AT1G13030	0.10185	0.00185	0.03042	0.10185	0.26852	embryo.all
AT1G50920	0.07143	0.16082	0.09186	0.07143	0.10714	embryo.all
AT1G05805	0.04000	0.10667	0.07398	0.09804	0.18137	embryo.all
AT4G11920	0.14973	0.15524	0.07280	0.01786	0.10357	embryo.all
AT5G16380	0.07207	0.13534	0.13534	0.08130	0.07207	embryo.all
AT3G20080	0.14955	0.04867	-0.06667	0.14867	0.21534	embryo.all
AT1G23000	0.25588	0.04928	0.05588	0.25588	-0.12215	embryo.all
AT3G02125	0.17570	-0.02731	0.16781	-0.17887	0.34412	embryo.all
AT5G27230	0.12159	0.12828	0.06438	0.10363	0.06315	embryo.all
AT1G18170	0.00952	0.14286	0.16667	0.14286	0.01042	embryo.all
AT4G05410	0.14545	-0.12667	0.04000	0.20667	0.20667	embryo.all
AT5G02800	0.11746	0.11092	0.02857	0.11092	0.10357	embryo.all
AT5G14940	0.06144	0.06469	0.12755	0.15199	0.06466	embryo.all
AT5G65120	0.22727	0.06061	0.05385	0.06061	0.06061	embryo.all
AT5G19920	0.22154	0.07154	0.22154	-0.19512	0.13821	embryo.all
AT2G39880	0.08000	0.27925	-0.00303	0.09821	0.00298	embryo.all
AT4G16630	0.01304	0.14169	0.08835	0.13002	0.07971	embryo.all
AT2G42110	0.05556	0.05556	0.22917	-0.11111	0.22222	embryo.all
AT3G61310	0.15541	0.00541	0.15541	0.07207	0.06140	embryo.all
AT3G55605	-0.01111	0.15556	0.17886	0.13720	-0.01111	embryo.all
AT3G26540	0.08005	0.08574	0.08827	0.09571	0.09198	embryo.all
AT5G48500	0.16667	0.07000	0.17714	0.10769	-0.08000	embryo.all
AT5G20370	0.10714	0.03571	-0.10648	0.26724	0.13571	embryo.all
AT1G21920	0.03714	0.07210	0.16301	0.09483	0.07210	embryo.all
AT1G21650	-0.03125	-0.15261	0.22239	0.12121	0.27239	embryo.all
AT1G67960	-0.01152	0.12035	0.09562	0.20125	0.02419	embryo.all
AT3G20900	0.11905	-0.04762	0.11905	0.11905	0.11905	embryo.all
AT5G40190	0.11905	0.11905	0.11905	-0.04762	0.11905	embryo.all
AT5G43080	0.14115	0.07675	0.09569	0.04014	0.07212	embryo.all
AT2G35600	0.12784	0.11875	0.05208	0.01875	0.10764	embryo.all
AT1G68300	0.08046	0.17857	0.17857	-0.10000	0.08046	embryo.all
AT5G57120	0.08333	0.08333	0.08333	0.08333	0.08333	embryo.all
AT1G43780	0.06681	0.11975	0.14905	0.26190	-0.19036	embryo.all
AT5G01590	0.09792	0.05581	0.07143	0.09792	0.08333	embryo.all
AT1G68640	0.08025	0.06138	0.14154	-0.02353	0.14222	embryo.all
