gene	lnL	t	S	N	dN/dS	dN	dS	NG.dNdS	NG.dN	NG.dS
AT1G04710	-1857.258932	0.0887	355	896	0.3194	0.0184	0.0577	0.2897	0.0178	0.0615
AT1G04730	-4146.508537	0.0953	598	2159	0.476	0.0256	0.0538	0.5453	0.0262	0.048
AT1G04750	-900.966027	0.0254	149.1	507.9	0.001	0	0.0372	-1	0	0.0358
AT1G04760	-937.815008	0.0667	155.8	504.2	0.0227	0.002	0.0878	0.0217	0.0019	0.0891
AT1G04770	-1347.550949	0.0918	220.5	694.5	0.1648	0.0138	0.0836	0.1699	0.0142	0.0834
AT1G04780	-2842.055539	0.0589	518.9	1470.1	0.0521	0.0034	0.0656	0.0462	0.0033	0.0709
AT1G04790	-2795.027984	0.0838	403.9	1489.1	0.4354	0.0219	0.0503	0.5339	0.0227	0.0425
AT1G04810	-4212.6691	0.0336	838.6	2164.4	0.169	0.0047	0.0279	0.1526	0.0046	0.0303
AT1G04830	-1946.202639	0.0532	326	1018	0.0643	0.0039	0.0608	0.0642	0.0039	0.0604
AT1G04840	-2861.8315	0.0526	468	1524	0.1432	0.0073	0.0509	0.1442	0.0072	0.0499
AT1G04850	-1743.119696	0.0424	316.5	922.5	0.2297	0.0076	0.0331	0.2059	0.0074	0.0358
AT1G04870	-1578.04081	0.0448	263.9	852.1	0.0419	0.0023	0.0556	0.0409	0.0023	0.0559
AT1G04880	-1970.917132	0.073	365.8	978.2	0.251	0.0134	0.0535	0.215	0.0127	0.0593
AT1G04890	-1723.964266	0.0828	234.8	956.2	0.1863	0.0148	0.0797	0.2322	0.0153	0.0661
AT1G04900	-1914.541382	0.0398	306.5	1034.5	0.1925	0.0068	0.0352	0.2071	0.0068	0.0329
AT1G04910	-2238.919343	0.0488	422.6	1134.4	0.0919	0.0044	0.0481	0.0781	0.0042	0.0539
AT1G04920	-4657.480698	0.0793	843.4	2342.6	0.0727	0.006	0.083	0.0639	0.0058	0.0904
AT1G04930	-1321.328192	0.0811	241	647	0.4791	0.0209	0.0435	0.4991	0.0209	0.0419
AT1G04945	-1723.110576	0.074	299.7	870.3	0.7007	0.0222	0.0317	0.5879	0.0211	0.0359
AT1G04950	-2338.764601	0.0476	437.4	1203.6	0.2297	0.0084	0.0364	0.2056	0.0081	0.0392
AT1G04960	-1313.546434	0.0194	246.1	704.9	0.6667	0.0057	0.0086	0.6393	0.0056	0.0087
AT1G04970	-2109.5708	0.0379	396.2	1091.8	0.1337	0.0046	0.0347	0.1178	0.0044	0.0376
AT1G04985	-488.583111	0.0172	73.8	283.2	0.001	0	0.0276	-1	0	0.0235
AT1G04990	-1844.36125	0.0806	306.7	926.3	0.5895	0.0229	0.0388	0.5714	0.0225	0.0394
AT1G05000	-949.433181	0.0748	193.4	451.6	0.1942	0.0111	0.0572	0.1429	0.0101	0.0708
AT1G05020	-1888.069997	0.057	379.1	943.9	0.157	0.0075	0.0477	0.1189	0.0069	0.0581
AT1G05030	-2393.26969	0.1119	425	1135	0.4661	0.0284	0.061	0.4564	0.028	0.0613
AT1G05040	-705.632788	0.0509	124.4	370.6	0.3083	0.0109	0.0352	0.2903	0.0105	0.0363
AT1G05055	-1781.192282	0.0325	398.1	864.9	0.0362	0.0012	0.0318	0.0241	0.001	0.0426
AT1G05065	-331.729828	0.0853	72.7	152.3	0.2196	0.0132	0.0602	0.1589	0.0119	0.0751
AT1G05070	-794.641753	0.082	156.5	386.5	0.064	0.0052	0.0819	0.0489	0.0048	0.0992
AT1G05080	-1785.343571	0.0239	365.7	915.3	1.5799	0.0089	0.0056	1.1939	0.0082	0.0068
AT1G05120	-3618.449528	0.0498	574.3	1948.7	0.2258	0.0093	0.0413	0.235	0.0093	0.0395
AT1G05140	-1866.67158	0.125	322.6	895.4	0.2219	0.0216	0.0974	0.2169	0.0211	0.0975
AT1G05150	-3480.809632	0.0732	550.5	1876.5	0.0333	0.0032	0.0966	0.0349	0.0032	0.092
AT1G05160	-2128.449896	0.0636	329.8	1140.2	0.0682	0.0052	0.0765	0.0764	0.0053	0.0693
AT1G05180	-2271.766095	0.0407	390	1230	0.0498	0.0024	0.0487	0.0502	0.0024	0.0478
AT1G05190	-955.441277	0.0515	165	504	0.0706	0.004	0.0572	0.0687	0.004	0.0576
AT1G05200	-4140.444786	0.0622	757.5	2080.5	0.1043	0.0063	0.0604	0.0932	0.006	0.0648
AT1G05205	-372.701418	0.011	99.4	173.6	0.001	0	0.0101	-1	0	0.0165
AT1G05210	-727.238986	0.0572	158.2	345.8	0.2108	0.0088	0.0416	0.1664	0.008	0.0483
AT1G05220	-692.203514	0.0656	142.3	337.7	0.27	0.0121	0.0449	0.2118	0.0111	0.0526
AT1G05260	-1450.036546	0.0894	275.2	702.8	0.1274	0.0102	0.0799	0.1183	0.0102	0.0864
AT1G05270	-1573.24419	0.0395	305	811	0.3441	0.0086	0.0251	0.2974	0.0082	0.0276
AT1G05280	-1378.451622	0.1011	234.2	674.8	0.296	0.0209	0.0706	0.2904	0.021	0.0724
AT1G05290	-1614.144907	0.0757	220.9	886.1	0.4001	0.0194	0.0486	0.477	0.02	0.0419
AT1G05291	-831.029291	0.0849	154	410	0.1288	0.0099	0.0771	0.108	0.0094	0.0867
AT1G05310	-1734.175337	0.061	374.2	825.8	0.2287	0.0099	0.0433	0.1534	0.0087	0.0567
AT1G05330	-524.181287	0.0889	95.2	264.8	0.3145	0.0188	0.0598	0.2681	0.0179	0.067
AT1G05350	-1793.610744	0.0345	370.1	922.9	0.0291	0.0011	0.0374	0.0234	0.001	0.0434
AT1G05360	-1797.705654	0.0698	321.7	926.3	0.001	0.0001	0.09	-1	0	0.0913
AT1G05370	-927.937679	0.0184	205.6	463.4	0.4328	0.0044	0.0101	0.306	0.0039	0.0128
AT1G05380	-4771.912101	0.0471	770.6	2577.4	0.3767	0.0114	0.0302	0.388	0.0113	0.0292
AT1G05385	-824.546611	0.0378	107.3	489.7	0.2487	0.0082	0.0328	0.3869	0.0087	0.0225
AT1G05410	-2005.524931	0.0438	384.6	1022.4	0.3651	0.0099	0.0271	0.2777	0.0092	0.033
AT1G05430	-1149.96366	0.0471	201.5	605.5	0.2212	0.0084	0.0378	0.2167	0.0082	0.0376
AT1G05440	-1703.92113	0.1064	280.1	844.9	0.3048	0.0226	0.0742	0.296	0.0224	0.0757
AT1G05450	-729.40933	0.0694	144.9	362.1	0.139	0.0084	0.0601	0.1337	0.0081	0.0609
AT1G05470	-2374.259872	0.0506	418.8	1231.2	0.075	0.0041	0.0544	0.0676	0.0039	0.0582
AT1G05490	-5111.288193	0.034	849.1	2798.9	0.1249	0.0043	0.0345	0.1215	0.0043	0.035
AT1G05500	-2159.827902	0.0178	466.4	1108.6	0.0514	0.0009	0.0178	0.0383	0.0008	0.0217
AT1G05510	-1009.508346	0.0307	184.5	535.5	0.2352	0.0056	0.0237	0.2096	0.0054	0.0256
AT1G05520	-3251.211541	0.028	526.4	1813.6	0.001	0	0.0414	-1	0	0.0365
AT1G05540	-1605.517628	0.0545	265.9	835.1	0.2249	0.0099	0.0441	0.2338	0.0101	0.0431
AT1G05550	-1209.396637	0.1515	184.4	571.6	0.6614	0.0449	0.0679	0.7266	0.0452	0.0622
AT1G05560	-2141.991187	0.0935	379.2	1042.8	0.3568	0.0211	0.059	0.3242	0.0204	0.063
AT1G05570	-8286.610786	0.0504	1429.2	4363.8	0.0605	0.0035	0.0575	0.0654	0.0037	0.057
AT1G05575	-400.848575	0.0868	78	192	0.1366	0.0102	0.075	0.1307	0.01	0.0765
AT1G05577	-1633.340944	0.0671	277	845	0.1038	0.0071	0.0688	0.0954	0.007	0.0732
AT1G05580	-3658.720384	0.0391	744.6	1844.4	0.07	0.0027	0.0386	0.0589	0.0025	0.0432
AT1G05590	-2614.93479	0.0918	458.3	1275.7	0.263	0.0176	0.0668	0.2386	0.0169	0.0707
AT1G05610	-2090.853143	0.0709	344.1	1092.9	0.2027	0.0122	0.06	0.2059	0.0122	0.0594
AT1G05620	-1149.976159	0.081	201.4	596.6	0.1044	0.0085	0.0817	0.1028	0.0083	0.0811
AT1G05670	-3469.312297	0.1465	470.5	1752.5	0.3438	0.0348	0.1012	0.4235	0.0362	0.0856
AT1G05690	-1842.608092	0.1103	301.7	910.3	0.1714	0.0167	0.0973	0.1688	0.0167	0.0991
AT1G05710	-664.662437	0.0776	123.3	323.7	0.4166	0.0187	0.0448	0.3556	0.0177	0.0498
AT1G05730	-629.871199	0.0433	84.9	362.1	0.1974	0.0082	0.0413	0.2464	0.0084	0.0343
AT1G05750	-2220.168668	0.0823	335.2	1164.8	0.1661	0.0129	0.0778	0.1874	0.0131	0.0699
AT1G05790	-3062.392775	0.0429	579.1	1568.9	0.2708	0.0083	0.0306	0.25	0.008	0.032
AT1G05800	-2014.522159	0.0445	349.9	1045.1	0.319	0.0097	0.0303	0.3076	0.0095	0.0308
AT1G05805	-1569.965606	0.0699	312.3	752.7	0.2907	0.0136	0.0467	0.22	0.0125	0.0567
AT1G05820	-1865.495566	0.0211	397.6	952.4	0.195	0.0032	0.0163	0.1538	0.0029	0.019
AT1G05840	-2051.808289	0.04	337.1	1114.9	0.0165	0.0009	0.0545	0.0176	0.0009	0.0513
AT1G05860	-798.314469	0.0888	131.3	420.7	0.0715	0.0072	0.1012	0.065	0.007	0.1073
AT1G05870	-789.906998	0.0711	145.6	391.4	0.1726	0.0103	0.0597	0.1409	0.0097	0.0688
AT1G05880	-2213.047622	0.0795	308.8	1179.2	0.5304	0.0224	0.0422	0.6112	0.0228	0.0373
AT1G05890	-2215.675062	0.0271	425.9	1173.1	0.3485	0.006	0.0173	0.2693	0.0056	0.0208
AT1G05894	-1980.65964	0.0598	314.4	1065.6	0.2276	0.0112	0.0494	0.2456	0.0113	0.0461
AT1G05900	-1809.610265	0.1502	286.5	865.5	0.3676	0.0351	0.0954	0.3822	0.0348	0.0911
AT1G05910	-5231.271109	0.062	899.8	2712.2	0.4184	0.0154	0.0367	0.419	0.0151	0.0362
AT1G05920	-1324.144954	0.2126	176.9	627.1	0.2953	0.0465	0.1573	0.3304	0.0476	0.1441
AT1G05930	-1619.108222	0.2265	217.9	748.1	0.6445	0.0672	0.1042	0.6736	0.0671	0.0996
AT1G05940	-2393.256461	0.0386	453.8	1253.2	0.2107	0.0064	0.0306	0.2171	0.0064	0.0295
AT1G05970	-880.722248	0.0816	147.4	452.6	0.2433	0.0154	0.0634	0.2448	0.0152	0.062
AT1G05990	-617.012908	0.0593	97.1	352.9	0.0812	0.0057	0.0707	0.1082	0.007	0.0643
AT1G06010	-328.064461	0.0416	76.3	160.7	0.001	0	0.043	-1	0	0.0604
AT1G06040	-1013.070711	0.0555	162.8	548.2	0.0869	0.0054	0.0625	0.091	0.0054	0.0597
AT1G06050	-1367.660475	0.0638	235.8	703.2	0.1862	0.0101	0.0545	0.1707	0.0098	0.0572
AT1G06060	-900.994332	0.0445	187.8	451.2	0.1118	0.0044	0.0398	0.0793	0.004	0.0509
AT1G06070	-1772.747059	0.0268	305.9	975.1	0.2455	0.0052	0.021	0.2382	0.005	0.0212
AT1G06080	-1297.640565	0.0348	243.5	671.5	0.1451	0.0045	0.0311	0.1197	0.0042	0.0353
AT1G06090	-1349.758183	0.0867	223	674	0.1775	0.0134	0.0757	0.1652	0.013	0.0789
AT1G06100	-1262.549225	0.0389	257.9	621.1	0.4863	0.0099	0.0204	0.3383	0.0088	0.0261
AT1G06110	-1918.819714	0.0725	333.3	971.7	0.0649	0.0052	0.0796	0.0624	0.0051	0.081
AT1G06130	-1591.016853	0.1741	226.3	766.7	0.2896	0.0372	0.1285	0.3524	0.0388	0.1101
AT1G06140	-2503.236323	0.0961	410.3	1263.7	0.2477	0.0184	0.0741	0.2371	0.0179	0.0756
AT1G06149	-134.720603	0.0306	25.7	76.3	99	0.0136	0.0001	-1	0.0135	0
AT1G06150	-5788.657775	0.0648	926.2	3027.8	0.2671	0.0131	0.0492	0.2812	0.0132	0.047
AT1G06170	-1932.666442	0.1309	314.6	945.4	0.139	0.0171	0.1232	0.1276	0.0169	0.1328
AT1G06180	-804.044156	0.043	131.4	441.6	0.2874	0.0091	0.0318	0.2494	0.0088	0.0353
AT1G06190	-1797.586337	0.1135	253	935	0.2098	0.021	0.1001	0.2598	0.0222	0.0854
AT1G06200	-874.587355	0.0664	139.1	475.9	0.023	0.0021	0.0907	0.0249	0.0021	0.0843
AT1G06210	-1622.254903	0.0571	235.6	913.4	0.0578	0.0044	0.0758	0.0666	0.0045	0.067
AT1G06225	-379.151533	0.1125	69.8	179.2	0.8156	0.0353	0.0432	0.6221	0.0324	0.052
AT1G06230	-3149.406068	0.0256	570.8	1730.2	0.1474	0.0035	0.0238	0.1368	0.0034	0.0249
AT1G06240	-1327.462156	0.0441	214.7	715.3	0.1739	0.007	0.0403	0.1909	0.0071	0.0371
AT1G06260	-1256.922888	0.0315	202.8	685.2	0.1415	0.0044	0.0311	0.148	0.0044	0.0298
AT1G06280	-886.861977	0.0798	115.4	490.6	0.0543	0.0062	0.1135	0.0651	0.0063	0.0974
AT1G06290	-2962.352625	0.0609	490.3	1534.7	0.1675	0.0092	0.055	0.1697	0.0091	0.0538
AT1G06320	-875.196904	0.0871	139.2	457.8	0.2062	0.0153	0.0742	0.22	0.0153	0.0696
AT1G06340	-612.629713	0.0762	99.9	317.1	0.196	0.0128	0.0654	0.1924	0.0126	0.0653
AT1G06360	-1259.067875	0.0247	222.9	674.1	0.226	0.0044	0.0197	0.2083	0.0043	0.0206
AT1G06400	-928.548361	0.0724	152	496	0.045	0.004	0.0897	0.0488	0.004	0.083
AT1G06410	-3508.606079	0.0193	574.1	1978.9	0.001	0	0.0285	-1	0	0.0267
AT1G06420	-867.339213	0.2415	98.3	441.7	0.4829	0.0674	0.1395	0.5369	0.0666	0.124
AT1G06430	-2878.042117	0.0374	587.2	1467.8	0.0745	0.0027	0.0368	0.0646	0.0026	0.0402
AT1G06440	-1718.389311	0.0687	283.5	886.5	0.1909	0.0113	0.0592	0.1929	0.0112	0.058
AT1G06450	-1489.467633	0.0273	270.1	794.9	0.0391	0.0013	0.0322	0.036	0.0012	0.0338
AT1G06460	-1094.836472	0.0549	189.7	566.3	0.143	0.0073	0.0511	0.1603	0.0078	0.0489
AT1G06475	-361.524615	0.1064	65.8	183.2	0.1876	0.0165	0.0881	0.1634	0.0157	0.0959
AT1G06490	-8142.538756	0.0305	1462.9	4336.1	0.0859	0.0028	0.0321	0.08	0.0027	0.0335
AT1G06500	-602.467777	0.0834	89	325	0.3277	0.0193	0.0589	0.4373	0.0208	0.0476
AT1G06510	-1205.854994	0.0877	214.4	598.6	0.665	0.0258	0.0388	0.5742	0.0246	0.0428
AT1G06515	-227.321054	0.0413	27.5	140.5	0.001	0.0001	0.0836	-1	0	0.0599
AT1G06520	-2555.665301	0.0625	453.7	1298.3	0.115	0.007	0.0605	0.1055	0.0067	0.0638
AT1G06540	-536.887311	0.0493	121	257	0.4573	0.0119	0.026	0.3431	0.0108	0.0314
AT1G06560	-2530.873121	0.0278	408.2	1388.8	0.3466	0.0065	0.0187	0.4033	0.0066	0.0164
AT1G06570	-1033.374505	0.0681	187.3	523.7	0.1179	0.0076	0.0648	0.0969	0.0072	0.0746
AT1G06580	-2092.218997	0.0421	362.1	1116.9	0.3747	0.01	0.0266	0.3556	0.0097	0.0272
AT1G06590	-3590.832649	0.0472	680.1	1827.9	0.2586	0.0088	0.0342	0.222	0.0084	0.0379
AT1G06660	-2177.02561	0.0927	381.8	1076.2	0.1787	0.014	0.0784	0.1593	0.0135	0.0848
AT1G06680	-1099.955222	0.0321	236.3	552.7	0.001	0	0.0356	-1	0	0.0425
AT1G06690	-1172.912096	0.0762	197	601	0.0581	0.0051	0.0874	0.0613	0.0051	0.0827
AT1G06710	-4224.624821	0.0527	650.9	2313.1	0.2114	0.0097	0.0457	0.2675	0.0104	0.039
AT1G06720	-3741.975885	0.0559	537.4	2090.6	0.2818	0.0122	0.0434	0.3301	0.0126	0.038
AT1G06730	-2177.884998	0.079	395.7	1074.3	0.1881	0.0122	0.0647	0.173	0.0117	0.0679
AT1G06750	-2057.969091	0.0214	337.6	1141.4	0.178	0.0035	0.0195	0.1953	0.0035	0.018
AT1G06770	-1881.912025	0.0777	336.7	938.3	0.3912	0.0184	0.047	0.3321	0.0175	0.0528
AT1G06780	-2508.559056	0.0295	484.2	1300.8	0.2517	0.0054	0.0216	0.2026	0.0051	0.0251
AT1G06790	-883.499118	0.0668	128.9	483.1	0.1088	0.0082	0.0751	0.1437	0.0085	0.0593
AT1G06830	-412.794241	0.0223	74.6	222.4	0.001	0	0.0294	-1	0	0.0297
AT1G06850	-943.981137	0.0859	144.8	497.2	0.0797	0.0079	0.0997	0.09	0.008	0.0894
AT1G06870	-1123.222361	0.0312	195.7	608.3	0.2951	0.0066	0.0223	0.3041	0.0065	0.0215
AT1G06890	-1485.593871	0.0173	285.7	785.3	0.071	0.0013	0.0181	0.0651	0.0012	0.0191
AT1G06900	-4200.031261	0.0228	779.3	2277.7	0.0708	0.0017	0.0247	0.061	0.0017	0.0275
AT1G06910	-960.133872	0.0322	133.3	571.7	0.0973	0.0039	0.04	0.1634	0.0046	0.0283
AT1G06920	-1322.315556	0.064	228.7	689.3	0.6639	0.019	0.0285	0.5892	0.0183	0.031
AT1G06923	-746.501937	0.0601	96.9	416.1	0.8136	0.0192	0.0236	1.0495	0.0199	0.019
AT1G06930	-718.449957	0.0551	165.3	344.7	0.1344	0.0059	0.0442	0.1004	0.0054	0.0534
AT1G06950	-3147.339813	0.019	609.8	1685.2	0.1385	0.0024	0.0172	0.1227	0.0023	0.0186
AT1G06990	-1559.147184	0.06	292.7	787.3	0.0604	0.0038	0.0635	0.0506	0.0036	0.0715
AT1G07000	-2009.69461	0.0648	350.8	1029.2	0.0865	0.0059	0.0677	0.0789	0.0057	0.0721
AT1G07020	-487.308543	0.0838	92.1	246.9	0.4242	0.0204	0.0481	0.3497	0.0192	0.055
AT1G07060	-781.23157	0.0408	121.6	427.4	0.1889	0.007	0.0369	0.2215	0.0071	0.0322
AT1G07080	-800.984178	0.0159	206.3	375.7	1.1181	0.0055	0.0049	0.586	0.0045	0.0076
AT1G07090	-835.667	0.0258	192.4	401.6	0.3159	0.0051	0.016	0.2237	0.0045	0.0202
AT1G07110	-2989.879284	0.0328	569	1576	0.0531	0.0019	0.036	0.0484	0.0018	0.038
AT1G07120	-1700.580766	0.0655	318.7	851.3	0.9431	0.0215	0.0228	0.746	0.0201	0.027
AT1G07160	-1077.453111	0.1957	146	508	0.6126	0.0572	0.0933	0.7787	0.0597	0.0767
AT1G07200	-3480.806351	0.0994	604.2	1714.8	0.2107	0.0168	0.0796	0.1807	0.0159	0.0881
AT1G07210	-1088.028286	0.042	173.8	609.2	0.0284	0.0016	0.0573	0.0286	0.0016	0.0567
AT1G07220	-2146.558125	0.028	332.1	1188.9	0.021	0.0008	0.0398	0.0237	0.0008	0.0358
AT1G07230	-2336.979857	0.0979	392.7	1152.3	0.1918	0.0158	0.0822	0.1889	0.0158	0.0836
AT1G07270	-2189.699371	0.1804	319.8	1045.2	0.4167	0.0453	0.1087	0.4675	0.0459	0.0982
AT1G07300	-600.164778	0.1683	112.2	271.8	0.1253	0.0184	0.1472	0.1077	0.0175	0.1628
AT1G07330	-2976.288233	0.0823	448.4	1588.6	0.3288	0.0189	0.0575	0.3888	0.0197	0.0506
AT1G07340	-2167.891755	0.0619	404.6	1089.4	0.3111	0.0129	0.0414	0.2846	0.0124	0.0435
AT1G07350	-1463.555436	0.0434	291.7	743.3	0.3542	0.0096	0.027	0.2988	0.0092	0.0307
AT1G07370	-1115.945333	0.0598	197.6	591.4	0.0225	0.0017	0.0746	0.0214	0.0016	0.0766
AT1G07380	-3350.767404	0.0498	579.1	1748.9	0.2148	0.0087	0.0404	0.2045	0.0085	0.0414
AT1G07390	-4496.624174	0.1047	717.4	2231.6	0.4617	0.0272	0.0589	0.4434	0.0268	0.0604
AT1G07410	-905.042987	0.0518	145.3	496.7	0.001	0.0001	0.076	-1	0	0.0681
AT1G07420	-1099.042872	0.0119	202.7	595.3	0.001	0	0.0156	-1	0	0.0166
AT1G07440	-1198.562793	0.0906	205.8	592.2	0.4218	0.0223	0.0529	0.4173	0.0219	0.0526
AT1G07450	-1154.013561	0.1233	193.4	559.6	0.3403	0.0274	0.0806	0.3295	0.0267	0.0812
AT1G07460	-1232.588304	0.2368	174.3	572.7	0.2818	0.0495	0.1757	0.3548	0.0532	0.15
AT1G07473	-552.898977	0.1022	107.9	258.1	0.8337	0.0322	0.0386	0.68	0.0302	0.0445
AT1G07476	-585.133306	0.0293	86.5	330.5	0.7114	0.009	0.0126	0.8919	0.0094	0.0105
AT1G07485	-444.99831	0.1323	84.9	218.1	0.23	0.0227	0.0989	0.1692	0.021	0.124
AT1G07510	-3092.980985	0.0805	544	1577	0.0487	0.0045	0.0917	0.0454	0.0043	0.0954
AT1G07540	-2753.436665	0.0709	472.3	1408.7	0.3409	0.0159	0.0466	0.3215	0.0155	0.0483
AT1G07590	-2192.995656	0.0655	344.5	1170.5	0.0803	0.006	0.0754	0.0841	0.006	0.0718
AT1G07620	-2570.855195	0.179	336.8	1274.2	0.3903	0.045	0.1152	0.4728	0.0468	0.0989
AT1G07645	-585.366118	0.0549	109.9	301.1	0.0563	0.0033	0.0593	0.0484	0.0032	0.0656
AT1G07680	-511.335958	0.1035	108.1	233.9	0.3605	0.0221	0.0613	0.2605	0.0196	0.0753
AT1G07690	-515.3908	0.1082	86	265	0.4577	0.028	0.0611	0.4172	0.0265	0.0635
AT1G07700	-897.729658	0.0605	152.8	465.2	0.4362	0.0153	0.035	0.4066	0.0148	0.0364
AT1G07705	-2629.085036	0.0386	477.8	1367.2	0.2581	0.0074	0.0286	0.235	0.0071	0.0304
AT1G07720	-2044.279688	0.0497	284.7	1149.3	0.0355	0.0026	0.0729	0.0458	0.0027	0.0588
AT1G07740	-2123.754955	0.1215	344.5	1032.5	0.2823	0.0247	0.0877	0.2626	0.0242	0.0921
AT1G07747	-445.181336	0.1491	73.6	211.4	0.3419	0.0332	0.0971	0.3485	0.0329	0.0944
AT1G07795	-513.2471	0.1342	84.8	269.2	0.0444	0.0073	0.1637	0.0552	0.0076	0.1369
AT1G07890	-1060.251597	0.0493	182.7	567.3	0.0281	0.0017	0.062	0.0289	0.0017	0.0601
AT1G07900	-833.73899	0.0638	141.2	428.8	0.1059	0.0069	0.065	0.1074	0.0069	0.0639
AT1G07960	-620.577756	0.0643	97.9	340.1	0.5178	0.0177	0.0342	0.5578	0.0178	0.0318
AT1G07970	-3157.235425	0.1066	550.5	1516.5	0.2464	0.0196	0.0795	0.2409	0.0195	0.0809
AT1G07980	-874.359329	0.0497	141.7	479.3	0.4254	0.0127	0.0297	0.4174	0.0125	0.0299
AT1G07985	-611.077813	0.0649	93.2	338.8	0.2095	0.0119	0.0569	0.2251	0.012	0.0535
AT1G07990	-3481.972657	0.0661	561.4	1844.6	0.0986	0.007	0.0713	0.1074	0.0072	0.0675
AT1G08030	-2129.504361	0.0369	376.4	1123.6	0.5093	0.0099	0.0194	0.4742	0.0096	0.0203
AT1G08035	-504.198069	0.1048	78	255	0.475	0.0277	0.0584	0.511	0.0278	0.0544
AT1G08040	-1652.567865	0.0638	240.3	905.7	0.086	0.0066	0.0766	0.1028	0.0068	0.0657
AT1G08060	-7922.588802	0.0505	1369.9	4180.1	0.6242	0.0147	0.0235	0.5967	0.0143	0.024
AT1G08065	-1203.948711	0.0597	210.7	620.3	0.7028	0.018	0.0256	0.6184	0.0172	0.0278
AT1G08070	-3294.658972	0.0825	536.2	1686.8	0.1937	0.0137	0.0708	0.2024	0.014	0.0694
AT1G08080	-1237.823355	0.1013	192.2	632.8	0.2743	0.0209	0.0761	0.2752	0.0205	0.0746
AT1G08110	-1002.88151	0.0397	197.1	507.9	0.2987	0.008	0.0267	0.2374	0.0074	0.0313
AT1G08125	-1390.564666	0.0723	232.7	715.3	0.4636	0.0188	0.0405	0.4854	0.0189	0.0389
AT1G08130	-3348.198343	0.0401	567.8	1802.2	0.1092	0.0045	0.0414	0.1199	0.0047	0.0393
AT1G08135	-3600.187179	0.0962	601.9	1783.1	0.2747	0.0192	0.07	0.2704	0.019	0.0702
AT1G08140	-3595.873161	0.0704	594.2	1859.8	0.158	0.0102	0.0648	0.1639	0.0103	0.0631
AT1G08150	-3113.889137	0.0298	591.2	1619.8	0.2616	0.0057	0.0217	0.2722	0.0059	0.0217
AT1G08160	-966.869031	0.101	191.2	456.8	0.0678	0.0067	0.0982	0.0534	0.0062	0.1153
AT1G08180	-440.716616	0	57.3	275.7	0.001	0	0	-1	0	0
AT1G08190	-3821.991861	0.0942	574.3	1975.7	0.2433	0.0185	0.0759	0.3225	0.0203	0.0629
AT1G08220	-1246.606192	0.0961	186	636	0.338	0.0222	0.0657	0.3802	0.0226	0.0594
AT1G08230	-2035.361827	0.1092	379.3	964.7	0.2115	0.0177	0.0838	0.1865	0.0169	0.0907
AT1G08260	-9376.929373	0.0687	1413.2	5009.8	0.2306	0.0132	0.0572	0.2703	0.0138	0.0511
AT1G08280	-1733.961467	0.0678	264.6	914.4	0.125	0.0088	0.0703	0.1327	0.0088	0.0665
AT1G08290	-1460.151047	0.0951	271.9	709.1	0.2189	0.0159	0.0728	0.163	0.0149	0.0916
AT1G08300	-1281.613747	0.0868	190.3	673.7	0.4414	0.0226	0.0512	0.4557	0.0225	0.0494
AT1G08340	-1438.557543	0.0702	278.2	717.8	0.2937	0.014	0.0477	0.2316	0.013	0.0562
AT1G08350	-2537.871555	0.0475	514.6	1252.4	0.2759	0.009	0.0325	0.2089	0.0082	0.0393
AT1G08360	-889.179258	0.0296	144.9	503.1	0.001	0	0.044	-1	0	0.0435
AT1G08370	-1555.051347	0.0344	325.9	778.1	0.1931	0.0051	0.0266	0.154	0.0048	0.031
AT1G08380	-390.648178	0.1019	66.2	200.8	0.001	0.0001	0.1365	-1	0	0.1385
AT1G08400	-3491.227147	0.0515	559.4	1855.6	0.462	0.0135	0.0293	0.4892	0.0135	0.0277
AT1G08410	-2512.194615	0.0617	400.3	1348.7	0.048	0.0037	0.0773	0.0514	0.0037	0.0726
AT1G08440	-2190.736728	0.0694	363.5	1136.5	0.3083	0.015	0.0486	0.3173	0.0149	0.0471
AT1G08450	-1718.924759	0.082	210	954	0.2557	0.0179	0.0701	0.3518	0.019	0.0542
AT1G08460	-1599.101104	0.0883	278.1	798.9	0.1004	0.0089	0.0885	0.1095	0.0093	0.0851
AT1G08465	-789.864818	0.0403	135.8	416.2	0.1205	0.0048	0.0399	0.1162	0.0047	0.0406
AT1G08470	-1667.193586	0.0402	298.8	871.2	0.1613	0.0058	0.0357	0.1454	0.0056	0.0383
AT1G08480	-621.471063	0.0667	109.8	316.2	0.4088	0.0162	0.0396	0.4434	0.0166	0.0374
AT1G08490	-1829.25452	0.075	331.1	934.9	0.067	0.0054	0.0803	0.0627	0.0052	0.0832
AT1G08500	-952.547696	0.0514	185.6	492.4	0.202	0.0082	0.0407	0.1556	0.0076	0.0488
AT1G08510	-1776.276722	0.069	318.2	914.8	0.0419	0.0033	0.0795	0.0391	0.0032	0.0821
AT1G08520	-2723.054017	0.0612	513.8	1382.2	0.0826	0.0051	0.0616	0.0753	0.0049	0.0651
AT1G08540	-2480.767586	0.064	420.9	1295.1	0.0638	0.0046	0.0727	0.064	0.0046	0.0719
AT1G08560	-1233.461665	0.022	150.6	779.4	0.0328	0.0013	0.0388	0.0526	0.0014	0.0259
AT1G08570	-1263.088942	0.1075	169.4	658.6	0.1805	0.0186	0.1029	0.2538	0.0203	0.0799
